"posteam","defteam","season","season_type","week","yardline_100","quarter_seconds_remaining","half_seconds_remaining","game_seconds_remaining","qtr","goal_to_go","ydstogo","home_timeouts_remaining","away_timeouts_remaining","posteam_score","defteam_score","score_differential","wind","temp","go_for_it","home"
"BUF","TEN",2018,"REG",5,28,460,460,2260,2,"0",1,1,3,7,3,4,8,62,"1","1"
"BUF","TEN",2018,"REG",5,12,310,310,2110,2,"0",7,1,3,7,3,4,8,62,"1","1"
"TEN","BUF",2018,"REG",5,36,3,3,1803,2,"0",14,0,1,3,7,-4,8,62,"0","0"
"BUF","TEN",2018,"REG",5,49,603,1503,1503,3,"0",15,3,3,7,6,1,8,62,"0","1"
"TEN","BUF",2018,"REG",5,87,422,1322,1322,3,"0",13,3,3,6,7,-1,8,62,"0","0"
"BUF","TEN",2018,"REG",5,66,400,1300,1300,3,"0",10,3,3,7,6,1,8,62,"0","1"
"BUF","TEN",2018,"REG",5,22,123,1023,1023,3,"0",8,3,3,7,6,1,8,62,"0","1"
"TEN","BUF",2018,"REG",5,21,634,634,634,4,"0",4,3,2,6,10,-4,8,62,"0","0"
"TEN","BUF",2018,"REG",5,32,287,287,287,4,"0",11,3,2,9,10,-1,8,62,"0","0"
"BUF","TEN",2018,"REG",5,28,3,3,3,4,"0",5,2,0,10,12,-2,8,62,"0","1"
"TEN","BAL",2018,"REG",6,50,645,1545,3345,1,"0",19,3,3,0,0,0,4,66,"0","1"
"TEN","BAL",2018,"REG",6,87,900,900,2700,2,"0",20,2,3,0,7,-7,4,66,"0","1"
"TEN","BAL",2018,"REG",6,47,433,433,2233,2,"0",20,2,3,0,14,-14,4,66,"0","1"
"BAL","TEN",2018,"REG",6,83,348,348,2148,2,"0",6,2,3,14,0,14,4,66,"0","0"
"TEN","BAL",2018,"REG",6,73,264,264,2064,2,"0",18,2,3,0,14,-14,4,66,"0","1"
"TEN","BAL",2018,"REG",6,63,35,35,1835,2,"0",9,0,2,0,14,-14,4,66,"0","1"
"TEN","BAL",2018,"REG",6,78,353,1253,1253,3,"0",13,3,2,0,21,-21,4,66,"0","1"
"BAL","TEN",2018,"REG",6,47,301,1201,1201,3,"0",7,3,2,21,0,21,4,66,"0","0"
"TEN","BAL",2018,"REG",6,52,51,951,951,3,"0",8,3,2,0,21,-21,4,66,"0","1"
"BAL","TEN",2018,"REG",6,64,834,834,834,4,"0",9,3,2,21,0,21,4,66,"0","0"
"TEN","BAL",2018,"REG",6,73,769,769,769,4,"0",11,3,2,0,21,-21,4,66,"0","1"
"BAL","TEN",2018,"REG",6,57,347,347,347,4,"0",17,3,2,21,0,21,4,66,"0","0"
"TEN","BAL",2018,"REG",6,94,205,205,205,4,"0",15,3,2,0,21,-21,4,66,"0","1"
"BAL","TEN",2018,"REG",6,31,78,78,78,4,"0",5,3,2,21,0,21,4,66,"1","0"
"CAR","WAS",2018,"REG",6,53,705,1605,3405,1,"0",1,3,3,0,0,0,0,52,"0","0"
"WAS","CAR",2018,"REG",6,72,641,1541,3341,1,"0",2,3,3,0,0,0,0,52,"0","1"
"CAR","WAS",2018,"REG",6,76,563,1463,3263,1,"0",11,3,3,0,7,-7,0,52,"0","0"
"WAS","CAR",2018,"REG",6,55,494,1394,3194,1,"0",1,3,3,7,0,7,0,52,"1","1"
"WAS","CAR",2018,"REG",6,73,730,730,2530,2,"0",11,2,3,14,0,14,0,52,"0","1"
"WAS","CAR",2018,"REG",6,31,335,335,2135,2,"0",6,2,3,14,0,14,0,52,"0","1"
"WAS","CAR",2018,"REG",6,44,93,93,1893,2,"0",13,2,2,17,6,11,0,52,"0","1"
"CAR","WAS",2018,"REG",6,95,74,74,1874,2,"0",8,0,2,6,17,-11,0,52,"0","0"
"CAR","WAS",2018,"REG",6,97,66,66,1866,2,"0",10,0,2,6,17,-11,0,52,"0","0"
"WAS","CAR",2018,"REG",6,39,26,26,1826,2,"0",16,0,2,17,6,11,0,52,"0","1"
"WAS","CAR",2018,"REG",6,38,646,1546,1546,3,"0",4,2,3,17,6,11,0,52,"1","1"
"CAR","WAS",2018,"REG",6,14,312,1212,1212,3,"0",3,2,3,6,17,-11,0,52,"0","0"
"WAS","CAR",2018,"REG",6,38,766,766,766,4,"0",5,2,3,17,9,8,0,52,"0","1"
"WAS","CAR",2018,"REG",6,11,198,198,198,4,"0",6,2,3,20,17,3,0,52,"0","1"
"CAR","WAS",2018,"REG",6,16,38,38,38,4,"0",5,2,2,17,23,-6,0,52,"1","0"
"MIA","CHI",2018,"REG",6,52,799,1699,3499,1,"0",6,3,3,0,0,0,8,89,"0","1"
"CHI","MIA",2018,"REG",6,88,744,1644,3444,1,"0",8,3,3,0,0,0,8,89,"0","0"
"CHI","MIA",2018,"REG",6,42,123,1023,2823,1,"0",1,3,3,0,7,-7,8,89,"1","0"
"MIA","CHI",2018,"REG",6,39,897,897,2697,2,"0",8,3,3,7,0,7,8,89,"0","1"
"CHI","MIA",2018,"REG",6,54,528,528,2328,2,"0",20,3,3,0,7,-7,8,89,"0","0"
"MIA","CHI",2018,"REG",6,77,390,390,2190,2,"0",4,3,3,7,0,7,8,89,"0","1"
"MIA","CHI",2018,"REG",6,32,475,1375,1375,3,"0",6,3,3,7,14,-7,8,89,"0","1"
"MIA","CHI",2018,"REG",6,7,30,930,930,3,"0",4,3,3,10,21,-11,8,89,"0","1"
"MIA","CHI",2018,"REG",6,41,41,41,41,4,"0",6,2,1,28,28,0,8,89,"0","1"
"CHI","MIA",2018,"REG",6,35,120,120,120,5,"0",4,1,1,28,28,0,8,89,"0","0"
"MIA","CHI",2018,"REG",6,29,3,3,3,5,"0",1,0,0,28,28,0,8,89,"0","1"
"NYJ","IND",2018,"REG",6,12,275,1175,2975,1,"0",5,3,3,7,7,0,7,60,"0","1"
"IND","NYJ",2018,"REG",6,69,150,1050,2850,1,"0",8,3,3,7,10,-3,7,60,"0","0"
"IND","NYJ",2018,"REG",6,3,807,807,2607,2,"1",3,3,3,7,10,-3,7,60,"0","0"
"IND","NYJ",2018,"REG",6,13,687,687,2487,2,"0",7,3,3,10,10,0,7,60,"0","0"
"NYJ","IND",2018,"REG",6,78,531,531,2331,2,"0",1,3,3,10,13,-3,7,60,"0","1"
"NYJ","IND",2018,"REG",6,30,89,89,1889,2,"0",18,2,2,17,13,4,7,60,"0","1"
"IND","NYJ",2018,"REG",6,73,50,50,1850,2,"0",8,2,2,13,20,-7,7,60,"0","0"
"NYJ","IND",2018,"REG",6,19,237,1137,1137,3,"0",5,3,3,30,20,10,7,60,"0","1"
"NYJ","IND",2018,"REG",6,27,584,584,584,4,"0",2,2,3,33,27,6,7,60,"0","1"
"NYJ","IND",2018,"REG",6,19,358,358,358,4,"0",4,1,3,36,27,9,7,60,"0","1"
"IND","NYJ",2018,"REG",6,69,325,325,325,4,"0",4,1,3,27,39,-12,7,60,"1","0"
"NYJ","IND",2018,"REG",6,27,202,202,202,4,"0",20,1,0,39,27,12,7,60,"0","1"
"NE","KC",2018,"REG",6,40,751,1651,3451,1,"0",3,3,3,0,0,0,0,45,"1","1"
"KC","NE",2018,"REG",6,24,549,1449,3249,1,"0",8,3,3,0,0,0,0,45,"0","0"
"NE","KC",2018,"REG",6,30,322,1222,3022,1,"0",3,3,3,0,3,-3,0,45,"0","1"
"KC","NE",2018,"REG",6,24,209,1109,2909,1,"0",4,3,3,3,10,-7,0,45,"0","0"
"KC","NE",2018,"REG",6,6,384,384,2184,2,"1",6,3,3,6,17,-11,0,45,"0","0"
"NE","KC",2018,"REG",6,5,440,1340,1340,3,"1",5,3,3,24,16,8,0,45,"0","1"
"KC","NE",2018,"REG",6,54,374,1274,1274,3,"0",1,3,3,16,27,-11,0,45,"1","0"
"KC","NE",2018,"REG",6,12,220,1120,1120,3,"0",2,3,3,16,27,-11,0,45,"0","0"
"NE","KC",2018,"REG",6,21,625,625,625,4,"0",6,3,3,27,26,1,0,45,"0","1"
"KC","NE",2018,"REG",6,72,239,239,239,4,"0",7,3,3,33,37,-4,0,45,"0","0"
"NE","KC",2018,"REG",6,32,199,199,199,4,"0",5,3,1,37,33,4,0,45,"0","1"
"DEN","LA",2018,"REG",6,72,819,1719,3519,1,"0",7,3,3,0,0,0,6,25,"0","1"
"LA","DEN",2018,"REG",6,8,687,1587,3387,1,"0",6,3,3,0,0,0,6,25,"0","0"
"DEN","LA",2018,"REG",6,53,535,1435,3235,1,"0",1,3,3,0,3,-3,6,25,"0","1"
"LA","DEN",2018,"REG",6,21,265,1165,2965,1,"0",2,3,3,3,0,3,6,25,"0","0"
"DEN","LA",2018,"REG",6,10,7,907,2707,1,"0",4,3,3,0,6,-6,6,25,"0","1"
"LA","DEN",2018,"REG",6,10,662,662,2462,2,"0",1,3,2,6,3,3,6,25,"1","0"
"DEN","LA",2018,"REG",6,44,482,482,2282,2,"0",19,3,2,3,13,-10,6,25,"0","1"
"LA","DEN",2018,"REG",6,38,270,270,2070,2,"0",1,3,2,13,3,10,6,25,"0","0"
"LA","DEN",2018,"REG",6,43,265,265,2065,2,"0",6,3,2,13,3,10,6,25,"0","0"
"DEN","LA",2018,"REG",6,39,46,46,1846,2,"0",3,2,2,3,13,-10,6,25,"1","1"
"LA","DEN",2018,"REG",6,47,18,18,1818,2,"0",7,1,1,13,3,10,6,25,"0","0"
"LA","DEN",2018,"REG",6,54,778,1678,1678,3,"0",10,3,3,13,3,10,6,25,"0","0"
"DEN","LA",2018,"REG",6,64,625,1525,1525,3,"0",21,3,3,3,13,-10,6,25,"0","1"
"LA","DEN",2018,"REG",6,29,619,619,619,4,"0",13,3,3,20,10,10,6,25,"0","0"
"DEN","LA",2018,"REG",6,6,537,537,537,4,"0",5,3,3,10,20,-10,6,25,"0","1"
"LA","DEN",2018,"REG",6,3,199,199,199,4,"1",3,0,2,20,13,7,6,25,"0","0"
"CLE","LAC",2018,"REG",6,65,774,1674,3474,1,"0",12,3,3,0,0,0,9,51,"0","1"
"CLE","LAC",2018,"REG",6,38,435,1335,3135,1,"0",8,3,3,0,7,-7,9,51,"0","1"
"LAC","CLE",2018,"REG",6,92,378,1278,3078,1,"0",6,3,3,7,0,7,9,51,"0","0"
"CLE","LAC",2018,"REG",6,45,295,1195,2995,1,"0",1,3,3,0,7,-7,9,51,"1","1"
"CLE","LAC",2018,"REG",6,40,60,960,2760,1,"0",16,3,3,0,7,-7,9,51,"0","1"
"LAC","CLE",2018,"REG",6,91,1,901,2701,1,"0",5,3,3,7,0,7,9,51,"0","0"
"CLE","LAC",2018,"REG",6,15,770,770,2570,2,"0",6,3,3,0,7,-7,9,51,"0","1"
"LAC","CLE",2018,"REG",6,69,602,602,2402,2,"0",22,3,3,7,3,4,9,51,"0","0"
"CLE","LAC",2018,"REG",6,40,474,474,2274,2,"0",11,3,3,3,7,-4,9,51,"0","1"
"CLE","LAC",2018,"REG",6,23,139,139,1939,2,"0",2,3,3,3,14,-11,9,51,"1","1"
"LAC","CLE",2018,"REG",6,68,734,1634,1634,3,"0",22,3,2,21,6,15,9,51,"0","0"
"CLE","LAC",2018,"REG",6,64,632,1532,1532,3,"0",7,3,2,6,28,-22,9,51,"0","1"
"CLE","LAC",2018,"REG",6,60,83,983,983,3,"0",8,3,2,6,35,-29,9,51,"0","1"
"LAC","CLE",2018,"REG",6,85,863,863,863,4,"0",3,3,2,35,6,29,9,51,"0","0"
"LAC","CLE",2018,"REG",6,26,259,259,259,4,"0",11,3,2,35,14,21,9,51,"0","0"
"CLE","LAC",2018,"REG",6,43,124,124,124,4,"0",5,2,2,14,38,-24,9,51,"1","1"
"NYG","PHI",2018,"REG",6,15,609,1509,3309,1,"0",7,3,3,0,7,-7,3,70,"0","1"
"PHI","NYG",2018,"REG",6,50,421,1321,3121,1,"0",9,3,3,7,3,4,3,70,"0","0"
"NYG","PHI",2018,"REG",6,84,303,1203,3003,1,"0",3,3,3,3,7,-4,3,70,"0","1"
"NYG","PHI",2018,"REG",6,70,25,925,2725,1,"0",5,3,3,3,14,-11,3,70,"0","1"
"PHI","NYG",2018,"REG",6,74,820,820,2620,2,"0",4,3,3,14,3,11,3,70,"0","0"
"NYG","PHI",2018,"REG",6,61,599,599,2399,2,"0",8,3,3,3,14,-11,3,70,"0","1"
"PHI","NYG",2018,"REG",6,77,505,505,2305,2,"0",1,3,3,14,3,11,3,70,"0","0"
"NYG","PHI",2018,"REG",6,3,348,348,2148,2,"1",3,3,3,3,14,-11,3,70,"0","1"
"NYG","PHI",2018,"REG",6,81,195,195,1995,2,"0",16,3,3,6,21,-15,3,70,"0","1"
"PHI","NYG",2018,"REG",6,15,94,94,1894,2,"0",2,1,2,21,6,15,3,70,"0","0"
"NYG","PHI",2018,"REG",6,34,28,28,1828,2,"0",8,1,2,6,24,-18,3,70,"0","1"
"PHI","NYG",2018,"REG",6,12,896,896,896,4,"0",5,3,3,31,13,18,3,70,"0","0"
"NYG","PHI",2018,"REG",6,67,747,747,747,4,"0",17,3,3,13,34,-21,3,70,"0","1"
"PHI","NYG",2018,"REG",6,78,618,618,618,4,"0",6,3,3,34,13,21,3,70,"0","0"
"NYG","PHI",2018,"REG",6,5,324,324,324,4,"0",4,3,3,13,34,-21,3,70,"1","1"
"PHI","NYG",2018,"REG",6,71,113,113,113,4,"0",8,0,3,34,13,21,3,70,"0","0"
"PIT","CIN",2018,"REG",6,44,658,1558,3358,1,"0",9,3,2,0,0,0,6,51,"0","0"
"CIN","PIT",2018,"REG",6,78,605,1505,3305,1,"0",10,3,2,0,0,0,6,51,"0","1"
"PIT","CIN",2018,"REG",6,82,547,1447,3247,1,"0",8,3,2,0,0,0,6,51,"0","0"
"CIN","PIT",2018,"REG",6,43,622,622,2422,2,"0",5,3,2,7,7,0,6,51,"0","1"
"PIT","CIN",2018,"REG",6,81,516,516,2316,2,"0",1,3,1,7,7,0,6,51,"0","0"
"CIN","PIT",2018,"REG",6,69,336,336,2136,2,"0",6,3,1,7,7,0,6,51,"0","1"
"CIN","PIT",2018,"REG",6,40,801,1701,1701,3,"0",1,3,3,14,14,0,6,51,"0","1"
"PIT","CIN",2018,"REG",6,3,416,1316,1316,3,"1",3,2,3,14,14,0,6,51,"0","0"
"CIN","PIT",2018,"REG",6,72,327,1227,1227,3,"0",10,2,3,14,17,-3,6,51,"0","1"
"PIT","CIN",2018,"REG",6,40,85,985,985,3,"0",5,2,3,17,14,3,6,51,"0","0"
"PIT","CIN",2018,"REG",6,45,16,916,916,3,"0",10,2,3,17,14,3,6,51,"0","0"
"CIN","PIT",2018,"REG",6,45,566,566,566,4,"0",15,2,3,14,17,-3,6,51,"0","1"
"PIT","CIN",2018,"REG",6,6,215,215,215,4,"0",2,2,3,17,14,3,6,51,"0","0"
"LV","SEA",2018,"REG",6,74,347,1247,3047,1,"0",9,3,3,0,7,-7,10,52,"0","1"
"SEA","LV",2018,"REG",6,62,203,1103,2903,1,"0",18,3,3,7,0,7,10,52,"0","0"
"LV","SEA",2018,"REG",6,30,382,382,2182,2,"0",18,2,3,0,14,-14,10,52,"0","1"
"SEA","LV",2018,"REG",6,46,256,256,2056,2,"0",7,2,2,14,0,14,10,52,"0","0"
"LV","SEA",2018,"REG",6,41,46,46,1846,2,"0",1,2,2,0,14,-14,10,52,"1","1"
"SEA","LV",2018,"REG",6,26,4,4,1804,2,"0",5,2,1,14,0,14,10,52,"0","0"
"SEA","LV",2018,"REG",6,8,705,1605,1605,3,"0",7,3,2,17,0,17,10,52,"0","0"
"LV","SEA",2018,"REG",6,52,543,1443,1443,3,"0",6,3,2,0,20,-20,10,52,"0","1"
"LV","SEA",2018,"REG",6,57,543,1443,1443,3,"0",11,3,2,0,20,-20,10,52,"0","1"
"LV","SEA",2018,"REG",6,65,219,1119,1119,3,"0",3,3,2,0,20,-20,10,52,"0","1"
"LV","SEA",2018,"REG",6,24,510,510,510,4,"0",12,2,1,0,27,-27,10,52,"0","1"
"GB","SF",2018,"REG",6,11,462,1362,3162,1,"0",9,3,3,7,7,0,5,37,"0","1"
"SF","GB",2018,"REG",6,55,300,1200,3000,1,"0",2,3,2,7,10,-3,5,37,"0","0"
"GB","SF",2018,"REG",6,41,747,747,2547,2,"0",12,3,2,17,14,3,5,37,"0","1"
"GB","SF",2018,"REG",6,38,558,558,2358,2,"0",4,2,2,17,14,3,5,37,"1","1"
"GB","SF",2018,"REG",6,21,458,458,2258,2,"0",10,1,2,17,14,3,5,37,"0","1"
"GB","SF",2018,"REG",6,80,315,315,2115,2,"0",15,1,2,20,21,-1,5,37,"0","1"
"SF","GB",2018,"REG",6,28,4,4,1804,2,"0",12,1,0,21,20,1,5,37,"0","0"
"GB","SF",2018,"REG",6,33,681,1581,1581,3,"0",10,3,3,20,24,-4,5,37,"0","1"
"SF","GB",2018,"REG",6,26,424,1324,1324,3,"0",2,3,3,24,23,1,5,37,"0","0"
"GB","SF",2018,"REG",6,54,207,1107,1107,3,"0",5,3,3,23,27,-4,5,37,"0","1"
"SF","GB",2018,"REG",6,24,792,792,792,4,"0",4,3,3,27,23,4,5,37,"0","0"
"GB","SF",2018,"REG",6,4,469,469,469,4,"0",3,2,3,23,30,-7,5,37,"1","1"
"SF","GB",2018,"REG",6,87,345,345,345,4,"0",1,2,3,30,23,7,5,37,"0","0"
"GB","SF",2018,"REG",6,61,253,253,253,4,"0",19,2,3,23,30,-7,5,37,"0","1"
"SF","GB",2018,"REG",6,89,188,188,188,4,"0",22,0,3,30,23,7,5,37,"0","0"
"PHI","CAR",2018,"REG",7,85,812,1712,3512,1,"0",20,3,3,0,0,0,19,49,"0","1"
"CAR","PHI",2018,"REG",7,44,675,1575,3375,1,"0",5,3,3,0,0,0,19,49,"0","0"
"PHI","CAR",2018,"REG",7,45,425,1325,3125,1,"0",1,3,3,0,0,0,19,49,"1","1"
"PHI","CAR",2018,"REG",7,39,319,1219,3019,1,"0",5,3,3,0,0,0,19,49,"1","1"
"PHI","CAR",2018,"REG",7,18,170,1070,2870,1,"0",3,3,3,0,0,0,19,49,"0","1"
"CAR","PHI",2018,"REG",7,67,35,935,2735,1,"0",18,3,3,0,0,0,19,49,"0","0"
"CAR","PHI",2018,"REG",7,58,606,606,2406,2,"0",3,3,3,0,7,-7,19,49,"0","0"
"PHI","CAR",2018,"REG",7,28,400,400,2200,2,"0",6,3,3,7,0,7,19,49,"0","1"
"CAR","PHI",2018,"REG",7,21,175,175,1975,2,"0",5,3,2,0,10,-10,19,49,"0","0"
"CAR","PHI",2018,"REG",7,26,162,162,1962,2,"0",10,3,2,0,10,-10,19,49,"0","0"
"CAR","PHI",2018,"REG",7,31,141,141,1941,2,"0",15,3,2,0,10,-10,19,49,"0","0"
"CAR","PHI",2018,"REG",7,43,610,1510,1510,3,"0",20,3,3,0,10,-10,19,49,"0","0"
"PHI","CAR",2018,"REG",7,3,117,1017,1017,3,"0",1,3,3,10,0,10,19,49,"1","1"
"PHI","CAR",2018,"REG",7,48,420,420,420,4,"0",9,3,2,17,6,11,19,49,"0","1"
"PHI","CAR",2018,"REG",7,75,148,148,148,4,"0",10,3,2,17,14,3,19,49,"0","1"
"CAR","PHI",2018,"REG",7,69,126,126,126,4,"0",10,3,2,14,17,-3,19,49,"1","0"
"PHI","CAR",2018,"REG",7,14,31,31,31,4,"0",2,2,2,17,21,-4,19,49,"1","1"
"CIN","KC",2018,"REG",7,68,823,1723,3523,1,"0",3,3,3,0,0,0,10,59,"0","0"
"CIN","KC",2018,"REG",7,50,222,1122,2922,1,"0",5,2,3,0,7,-7,10,59,"0","0"
"KC","CIN",2018,"REG",7,35,44,944,2744,1,"0",17,2,3,7,0,7,10,59,"0","1"
"CIN","KC",2018,"REG",7,56,896,896,2696,2,"0",9,2,3,0,7,-7,10,59,"1","0"
"CIN","KC",2018,"REG",7,57,83,83,1883,2,"0",7,2,3,7,21,-14,10,59,"0","0"
"KC","CIN",2018,"REG",7,8,11,11,1811,2,"1",8,1,1,21,7,14,10,59,"0","1"
"CIN","KC",2018,"REG",7,15,380,1280,1280,3,"0",8,3,2,7,38,-31,10,59,"0","0"
"CIN","KC",2018,"REG",7,63,191,1091,1091,3,"0",21,3,2,10,38,-28,10,59,"0","0"
"CIN","KC",2018,"REG",7,68,721,721,721,4,"0",3,3,2,10,45,-35,10,59,"0","0"
"KC","CIN",2018,"REG",7,5,261,261,261,4,"0",4,3,2,45,10,35,10,59,"1","1"
"CLE","TB",2018,"REG",7,56,640,1540,3340,1,"0",15,3,3,0,0,0,7,79,"0","0"
"CLE","TB",2018,"REG",7,79,458,1358,3158,1,"0",8,3,3,2,0,2,7,79,"0","0"
"TB","CLE",2018,"REG",7,20,184,1084,2884,1,"0",8,3,3,0,2,-2,7,79,"0","1"
"CLE","TB",2018,"REG",7,73,108,1008,2808,1,"0",8,3,2,2,3,-1,7,79,"0","0"
"CLE","TB",2018,"REG",7,63,810,810,2610,2,"0",8,3,2,2,9,-7,7,79,"0","0"
"CLE","TB",2018,"REG",7,49,268,268,2068,2,"0",4,3,2,2,16,-14,7,79,"0","0"
"CLE","TB",2018,"REG",7,81,109,109,1909,2,"0",16,2,2,2,16,-14,7,79,"0","0"
"CLE","TB",2018,"REG",7,11,26,26,1826,2,"0",2,2,1,2,16,-14,7,79,"1","0"
"TB","CLE",2018,"REG",7,43,636,1536,1536,3,"0",25,3,3,16,9,7,7,79,"0","1"
"CLE","TB",2018,"REG",7,67,430,1330,1330,3,"0",11,3,3,9,16,-7,7,79,"0","0"
"TB","CLE",2018,"REG",7,49,220,1120,1120,3,"0",1,3,3,16,9,7,7,79,"1","1"
"TB","CLE",2018,"REG",7,55,581,581,581,4,"0",3,3,2,23,16,7,7,79,"0","1"
"CLE","TB",2018,"REG",7,1,302,302,302,4,"1",1,3,2,16,23,-7,7,79,"1","0"
"TB","CLE",2018,"REG",7,95,170,170,170,4,"0",6,3,2,23,16,7,7,79,"0","1"
"CLE","TB",2018,"REG",7,71,531,531,531,5,"0",6,2,2,23,23,0,7,79,"0","0"
"CLE","TB",2018,"REG",7,45,258,258,258,5,"0",10,2,2,23,23,0,7,79,"0","0"
"TB","CLE",2018,"REG",7,78,207,207,207,5,"0",8,2,2,23,23,0,7,79,"0","1"
"TB","CLE",2018,"REG",7,41,115,115,115,5,"0",15,0,2,23,23,0,7,79,"0","1"
"DAL","WAS",2018,"REG",7,81,818,1718,3518,1,"0",16,3,3,0,0,0,12,52,"0","0"
"DAL","WAS",2018,"REG",7,56,446,1346,3146,1,"0",1,3,3,0,7,-7,12,52,"1","0"
"WAS","DAL",2018,"REG",7,42,359,1259,3059,1,"0",7,3,3,7,0,7,12,52,"0","1"
"DAL","WAS",2018,"REG",7,53,80,980,2780,1,"0",1,3,2,0,7,-7,12,52,"0","0"
"WAS","DAL",2018,"REG",7,52,713,713,2513,2,"0",13,3,2,7,0,7,12,52,"0","1"
"DAL","WAS",2018,"REG",7,70,396,396,2196,2,"0",27,3,2,0,7,-7,12,52,"0","0"
"WAS","DAL",2018,"REG",7,56,238,238,2038,2,"0",11,3,1,7,0,7,12,52,"0","1"
"WAS","DAL",2018,"REG",7,44,4,4,1804,2,"0",10,2,0,7,7,0,12,52,"0","1"
"WAS","DAL",2018,"REG",7,39,4,4,1804,2,"0",5,2,0,7,7,0,12,52,"1","1"
"WAS","DAL",2018,"REG",7,3,553,1453,1453,3,"1",3,3,3,7,7,0,12,52,"0","1"
"DAL","WAS",2018,"REG",7,69,464,1364,1364,3,"0",4,3,3,7,10,-3,12,52,"0","0"
"WAS","DAL",2018,"REG",7,52,254,1154,1154,3,"0",1,3,3,10,7,3,12,52,"0","1"
"DAL","WAS",2018,"REG",7,91,152,1052,1052,3,"0",12,3,3,7,10,-3,12,52,"0","0"
"WAS","DAL",2018,"REG",7,7,758,758,758,4,"1",7,3,3,10,7,3,12,52,"0","1"
"DAL","WAS",2018,"REG",7,29,590,590,590,4,"0",3,3,3,7,13,-6,12,52,"0","0"
"WAS","DAL",2018,"REG",7,55,388,388,388,4,"0",2,3,3,13,10,3,12,52,"0","1"
"DAL","WAS",2018,"REG",7,60,195,195,195,4,"0",13,3,3,10,20,-10,12,52,"1","0"
"WAS","DAL",2018,"REG",7,68,78,78,78,4,"0",3,2,1,20,17,3,12,52,"0","1"
"MIA","DET",2018,"REG",7,76,781,1681,3481,1,"0",11,3,3,0,0,0,8,89,"0","1"
"MIA","DET",2018,"REG",7,56,330,1230,3030,1,"0",5,3,3,0,7,-7,8,89,"0","1"
"DET","MIA",2018,"REG",7,81,228,1128,2928,1,"0",2,3,3,7,0,7,8,89,"0","0"
"MIA","DET",2018,"REG",7,41,18,918,2718,1,"0",9,3,3,0,7,-7,8,89,"0","1"
"DET","MIA",2018,"REG",7,11,759,759,2559,2,"0",1,3,3,7,0,7,8,89,"0","0"
"DET","MIA",2018,"REG",7,11,612,1512,1512,3,"0",1,3,3,17,7,10,8,89,"1","0"
"DET","MIA",2018,"REG",7,10,516,1416,1416,3,"1",10,3,3,17,7,10,8,89,"0","0"
"MIA","DET",2018,"REG",7,65,854,854,854,4,"0",15,3,3,14,26,-12,8,89,"0","1"
"DET","MIA",2018,"REG",7,17,609,609,609,4,"0",4,3,3,26,14,12,8,89,"0","0"
"DET","MIA",2018,"REG",7,31,120,120,120,4,"0",7,3,3,29,21,8,8,89,"0","0"
"HOU","JAX",2018,"REG",7,26,627,1527,3327,1,"0",12,2,3,0,0,0,15,68,"0","0"
"JAX","HOU",2018,"REG",7,37,452,1352,3152,1,"0",4,2,3,0,3,-3,15,68,"0","1"
"HOU","JAX",2018,"REG",7,29,204,1104,2904,1,"0",5,2,3,3,0,3,15,68,"0","0"
"JAX","HOU",2018,"REG",7,72,75,975,2775,1,"0",7,2,3,0,6,-6,15,68,"0","1"
"HOU","JAX",2018,"REG",7,53,798,798,2598,2,"0",4,2,3,6,0,6,15,68,"0","0"
"JAX","HOU",2018,"REG",7,66,633,633,2433,2,"0",1,2,3,0,6,-6,15,68,"0","1"
"JAX","HOU",2018,"REG",7,55,77,77,1877,2,"0",4,2,2,0,13,-13,15,68,"0","1"
"HOU","JAX",2018,"REG",7,56,780,1680,1680,3,"0",9,3,3,13,0,13,15,68,"0","0"
"JAX","HOU",2018,"REG",7,62,484,1384,1384,3,"0",8,3,3,0,20,-20,15,68,"0","1"
"HOU","JAX",2018,"REG",7,93,434,1334,1334,3,"0",10,3,3,20,0,20,15,68,"0","0"
"HOU","JAX",2018,"REG",7,48,853,853,853,4,"0",2,3,3,20,7,13,15,68,"0","0"
"JAX","HOU",2018,"REG",7,86,763,763,763,4,"0",12,3,3,7,20,-13,15,68,"0","1"
"HOU","JAX",2018,"REG",7,57,687,687,687,4,"0",6,3,3,20,7,13,15,68,"0","0"
"HOU","JAX",2018,"REG",7,44,141,141,141,4,"0",1,0,3,20,7,13,15,68,"0","0"
"JAX","HOU",2018,"REG",7,64,69,69,69,4,"0",4,0,3,7,20,-13,15,68,"1","1"
"LA","SF",2018,"REG",7,74,783,1683,3483,1,"0",9,3,3,0,0,0,5,62,"0","0"
"LA","SF",2018,"REG",7,17,398,1298,3098,1,"0",2,3,3,0,0,0,5,62,"0","0"
"SF","LA",2018,"REG",7,38,168,1068,2868,1,"0",22,3,3,0,3,-3,5,62,"0","1"
"LA","SF",2018,"REG",7,61,81,981,2781,1,"0",3,3,3,3,0,3,5,62,"0","0"
"SF","LA",2018,"REG",7,84,783,783,2583,2,"0",19,3,3,0,10,-10,5,62,"0","1"
"LA","SF",2018,"REG",7,19,608,608,2408,2,"0",8,3,3,12,0,12,5,62,"0","0"
"SF","LA",2018,"REG",7,69,783,1683,1683,3,"0",4,3,3,7,22,-15,5,62,"0","1"
"LA","SF",2018,"REG",7,15,489,1389,1389,3,"0",4,3,3,22,7,15,5,62,"0","0"
